pdf, Part No.,Series Name,Rated Power,Tolerance,T.C.R,Resistance Value
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-68K,MFR25SFTE52-68K,MFR,1/4W,±1%,±50ppm/°C,68 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-68K1,MFR25SFTE52-68K1,MFR,1/4W,±1%,±50ppm/°C,68 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-68R,MFR25SFTE52-68R,MFR,1/4W,±1%,±50ppm/°C,68,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-698R,MFR25SFTE52-698R,MFR,1/4W,±1%,±50ppm/°C,698,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-6K04,MFR25SFTE52-6K04,MFR,1/4W,±1%,±50ppm/°C,6 040,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-6K19,MFR25SFTE52-6K19,MFR,1/4W,±1%,±50ppm/°C,6 190,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-6K2,MFR25SFTE52-6K2,MFR,1/4W,±1%,±50ppm/°C,6 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-6K34,MFR25SFTE52-6K34,MFR,1/4W,±1%,±50ppm/°C,6 340,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-6K8,MFR25SFTE52-6K8,MFR,1/4W,±1%,±50ppm/°C,6 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-6K81,MFR25SFTE52-6K81,MFR,1/4W,±1%,±50ppm/°C,6 810,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-6R8,MFR25SFTE52-6R8,MFR,1/4W,±1%,±50ppm/°C,6.8,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-715K,MFR25SFTE52-715K,MFR,1/4W,±1%,±50ppm/°C,715 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-715R,MFR25SFTE52-715R,MFR,1/4W,±1%,±50ppm/°C,715,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-71K5,MFR25SFTE52-71K5,MFR,1/4W,±1%,±50ppm/°C,71 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-732R,MFR25SFTE52-732R,MFR,1/4W,±1%,±50ppm/°C,732,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-750K,MFR25SFTE52-750K,MFR,1/4W,±1%,±50ppm/°C,750 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-750R,MFR25SFTE52-750R,MFR,1/4W,±1%,±50ppm/°C,750,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-75K,MFR25SFTE52-75K,MFR,1/4W,±1%,±50ppm/°C,75 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-75R,MFR25SFTE52-75R,MFR,1/4W,±1%,±50ppm/°C,75,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-780R,MFR25SFTE52-780R,MFR,1/4W,±1%,±50ppm/°C,780,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-7K15,MFR25SFTE52-7K15,MFR,1/4W,±1%,±50ppm/°C,7 150,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-7K5,MFR25SFTE52-7K5,MFR,1/4W,±1%,±50ppm/°C,7 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-806R,MFR25SFTE52-806R,MFR,1/4W,±1%,±50ppm/°C,806,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-80K6,MFR25SFTE52-80K6,MFR,1/4W,±1%,±50ppm/°C,80 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-820K,MFR25SFTE52-820K,MFR,1/4W,±1%,±50ppm/°C,820 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-820R,MFR25SFTE52-820R,MFR,1/4W,±1%,±50ppm/°C,820,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-825K,MFR25SFTE52-825K,MFR,1/4W,±1%,±50ppm/°C,825 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-825R,MFR25SFTE52-825R,MFR,1/4W,±1%,±50ppm/°C,825,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-82K,MFR25SFTE52-82K,MFR,1/4W,±1%,±50ppm/°C,82 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-82R,MFR25SFTE52-82R,MFR,1/4W,±1%,±50ppm/°C,82,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-845R,MFR25SFTE52-845R,MFR,1/4W,±1%,±50ppm/°C,845,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-866R,MFR25SFTE52-866R,MFR,1/4W,±1%,±50ppm/°C,866,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-887R,MFR25SFTE52-887R,MFR,1/4W,±1%,±50ppm/°C,887,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-8K2,MFR25SFTE52-8K2,MFR,1/4W,±1%,±50ppm/°C,8 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-8K25,MFR25SFTE52-8K25,MFR,1/4W,±1%,±50ppm/°C,8 250,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-8K66,MFR25SFTE52-8K66,MFR,1/4W,±1%,±50ppm/°C,8 660,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-8K87,MFR25SFTE52-8K87,MFR,1/4W,±1%,±50ppm/°C,8 870,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-909K,MFR25SFTE52-909K,MFR,1/4W,±1%,±50ppm/°C,909 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-909R,MFR25SFTE52-909R,MFR,1/4W,±1%,±50ppm/°C,909,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-90K9,MFR25SFTE52-90K9,MFR,1/4W,±1%,±50ppm/°C,90 900,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-90R9,MFR25SFTE52-90R9,MFR,1/4W,±1%,±50ppm/°C,90.9,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-910K,MFR25SFTE52-910K,MFR,1/4W,±1%,±50ppm/°C,910 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-910R,MFR25SFTE52-910R,MFR,1/4W,±1%,±50ppm/°C,910,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-91K,MFR25SFTE52-91K,MFR,1/4W,±1%,±50ppm/°C,91 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-91R,MFR25SFTE52-91R,MFR,1/4W,±1%,±50ppm/°C,91,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-93R1,MFR25SFTE52-93R1,MFR,1/4W,±1%,±50ppm/°C,93.1,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-953K,MFR25SFTE52-953K,MFR,1/4W,±1%,±50ppm/°C,953 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-976R,MFR25SFTE52-976R,MFR,1/4W,±1%,±50ppm/°C,976,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-97K6,MFR25SFTE52-97K6,MFR,1/4W,±1%,±50ppm/°C,97 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-9K09,MFR25SFTE52-9K09,MFR,1/4W,±1%,±50ppm/°C,9 090,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-9K1,MFR25SFTE52-9K1,MFR,1/4W,±1%,±50ppm/°C,9 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-9K31,MFR25SFTE52-9K31,MFR,1/4W,±1%,±50ppm/°C,9 310,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTE52-9K53,MFR25SFTE52-9K53,MFR,1/4W,±1%,±50ppm/°C,9 530,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-100R,MFR25SFTF26-100R,MFR,1/4W,±1%,±100ppm/°C,100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-10K,MFR25SFTF26-10K,MFR,1/4W,±1%,±100ppm/°C,10 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-10R,MFR25SFTF26-10R,MFR,1/4W,±1%,±100ppm/°C,10,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-110K,MFR25SFTF26-110K,MFR,1/4W,±1%,±100ppm/°C,110 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-130K,MFR25SFTF26-130K,MFR,1/4W,±1%,±100ppm/°C,130 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-13K,MFR25SFTF26-13K,MFR,1/4W,±1%,±100ppm/°C,13 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-150K,MFR25SFTF26-150K,MFR,1/4W,±1%,±100ppm/°C,150 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-18K,MFR25SFTF26-18K,MFR,1/4W,±1%,±100ppm/°C,18 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-1K,MFR25SFTF26-1K,MFR,1/4W,±1%,±100ppm/°C,1 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-1K1,MFR25SFTF26-1K1,MFR,1/4W,±1%,±100ppm/°C,1 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-1K2,MFR25SFTF26-1K2,MFR,1/4W,±1%,±100ppm/°C,1 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-1K62,MFR25SFTF26-1K62,MFR,1/4W,±1%,±100ppm/°C,1 620,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-1K74,MFR25SFTF26-1K74,MFR,1/4W,±1%,±100ppm/°C,1 740,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-1K8,MFR25SFTF26-1K8,MFR,1/4W,±1%,±100ppm/°C,1 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-220R,MFR25SFTF26-220R,MFR,1/4W,±1%,±100ppm/°C,220,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-22K,MFR25SFTF26-22K,MFR,1/4W,±1%,±100ppm/°C,22 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-24K3,MFR25SFTF26-24K3,MFR,1/4W,±1%,±100ppm/°C,24 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-24R,MFR25SFTF26-24R,MFR,1/4W,±1%,±100ppm/°C,24,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-2K8,MFR25SFTF26-2K8,MFR,1/4W,±1%,±100ppm/°C,2 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-2K87,MFR25SFTF26-2K87,MFR,1/4W,±1%,±100ppm/°C,2 870,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-30K,MFR25SFTF26-30K,MFR,1/4W,±1%,±100ppm/°C,30 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-330K,MFR25SFTF26-330K,MFR,1/4W,±1%,±100ppm/°C,330 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-330R,MFR25SFTF26-330R,MFR,1/4W,±1%,±100ppm/°C,330,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-33K,MFR25SFTF26-33K,MFR,1/4W,±1%,±100ppm/°C,33 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-33K2,MFR25SFTF26-33K2,MFR,1/4W,±1%,±100ppm/°C,33 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-39K,MFR25SFTF26-39K,MFR,1/4W,±1%,±100ppm/°C,39 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-3K3,MFR25SFTF26-3K3,MFR,1/4W,±1%,±100ppm/°C,3 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-470K,MFR25SFTF26-470K,MFR,1/4W,±1%,±100ppm/°C,470 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-47K,MFR25SFTF26-47K,MFR,1/4W,±1%,±100ppm/°C,47 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-49R9,MFR25SFTF26-49R9,MFR,1/4W,±1%,±100ppm/°C,49.9,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-4K7,MFR25SFTF26-4K7,MFR,1/4W,±1%,±100ppm/°C,4 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-4M9,MFR25SFTF26-4M9,MFR,1/4W,±1%,±100ppm/°C,4 900 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-510R,MFR25SFTF26-510R,MFR,1/4W,±1%,±100ppm/°C,510,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-51K,MFR25SFTF26-51K,MFR,1/4W,±1%,±100ppm/°C,51 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-53K6,MFR25SFTF26-53K6,MFR,1/4W,±1%,±100ppm/°C,53 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-560K,MFR25SFTF26-560K,MFR,1/4W,±1%,±100ppm/°C,560 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-5K11,MFR25SFTF26-5K11,MFR,1/4W,±1%,±100ppm/°C,5 110,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-5K6,MFR25SFTF26-5K6,MFR,1/4W,±1%,±100ppm/°C,5 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-62K,MFR25SFTF26-62K,MFR,1/4W,±1%,±100ppm/°C,62 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-680K,MFR25SFTF26-680K,MFR,1/4W,±1%,±100ppm/°C,680 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-680R,MFR25SFTF26-680R,MFR,1/4W,±1%,±100ppm/°C,680,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-68R,MFR25SFTF26-68R,MFR,1/4W,±1%,±100ppm/°C,68,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-6K2,MFR25SFTF26-6K2,MFR,1/4W,±1%,±100ppm/°C,6 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-6K8,MFR25SFTF26-6K8,MFR,1/4W,±1%,±100ppm/°C,6 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-715R,MFR25SFTF26-715R,MFR,1/4W,±1%,±100ppm/°C,715,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-75K,MFR25SFTF26-75K,MFR,1/4W,±1%,±100ppm/°C,75 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-820K,MFR25SFTF26-820K,MFR,1/4W,±1%,±100ppm/°C,820 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-820R,MFR25SFTF26-820R,MFR,1/4W,±1%,±100ppm/°C,820,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-82K,MFR25SFTF26-82K,MFR,1/4W,±1%,±100ppm/°C,82 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-866K,MFR25SFTF26-866K,MFR,1/4W,±1%,±100ppm/°C,866 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-910R,MFR25SFTF26-910R,MFR,1/4W,±1%,±100ppm/°C,910,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-9K1,MFR25SFTF26-9K1,MFR,1/4W,±1%,±100ppm/°C,9 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF26-9K31,MFR25SFTF26-9K31,MFR,1/4W,±1%,±100ppm/°C,9 310,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-0R,MFR25SFTF52-0R,MFR,1/4W,±1%,±100ppm/°C,0,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-0R26,MFR25SFTF52-0R26,MFR,1/4W,±1%,±100ppm/°C,0.26,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-100K,MFR25SFTF52-100K,MFR,1/4W,±1%,±100ppm/°C,100 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-100R,MFR25SFTF52-100R,MFR,1/4W,±1%,±100ppm/°C,100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-10K,MFR25SFTF52-10K,MFR,1/4W,±1%,±100ppm/°C,10 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-10K5,MFR25SFTF52-10K5,MFR,1/4W,±1%,±100ppm/°C,10 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-10K7,MFR25SFTF52-10K7,MFR,1/4W,±1%,±100ppm/°C,10 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-10M,MFR25SFTF52-10M,MFR,1/4W,±1%,±100ppm/°C,10 000 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-10R,MFR25SFTF52-10R,MFR,1/4W,±1%,±100ppm/°C,10,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-118K,MFR25SFTF52-118K,MFR,1/4W,±1%,±100ppm/°C,118 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-11K,MFR25SFTF52-11K,MFR,1/4W,±1%,±100ppm/°C,11 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-11K5,MFR25SFTF52-11K5,MFR,1/4W,±1%,±100ppm/°C,11 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-120K,MFR25SFTF52-120K,MFR,1/4W,±1%,±100ppm/°C,120 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-120R,MFR25SFTF52-120R,MFR,1/4W,±1%,±100ppm/°C,120,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-124K,MFR25SFTF52-124K,MFR,1/4W,±1%,±100ppm/°C,124 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-12K,MFR25SFTF52-12K,MFR,1/4W,±1%,±100ppm/°C,12 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-12K1,MFR25SFTF52-12K1,MFR,1/4W,±1%,±100ppm/°C,12 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-130K,MFR25SFTF52-130K,MFR,1/4W,±1%,±100ppm/°C,130 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-13K,MFR25SFTF52-13K,MFR,1/4W,±1%,±100ppm/°C,13 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-13K3,MFR25SFTF52-13K3,MFR,1/4W,±1%,±100ppm/°C,13 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-13K7,MFR25SFTF52-13K7,MFR,1/4W,±1%,±100ppm/°C,13 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-14K3,MFR25SFTF52-14K3,MFR,1/4W,±1%,±100ppm/°C,14 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-150K,MFR25SFTF52-150K,MFR,1/4W,±1%,±100ppm/°C,150 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-150R,MFR25SFTF52-150R,MFR,1/4W,±1%,±100ppm/°C,150,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-15K,MFR25SFTF52-15K,MFR,1/4W,±1%,±100ppm/°C,15 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-169R,MFR25SFTF52-169R,MFR,1/4W,±1%,±100ppm/°C,169,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-16K2,MFR25SFTF52-16K2,MFR,1/4W,±1%,±100ppm/°C,16 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-16K5,MFR25SFTF52-16K5,MFR,1/4W,±1%,±100ppm/°C,16 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-17K8,MFR25SFTF52-17K8,MFR,1/4W,±1%,±100ppm/°C,17 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-180K,MFR25SFTF52-180K,MFR,1/4W,±1%,±100ppm/°C,180 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-182K,MFR25SFTF52-182K,MFR,1/4W,±1%,±100ppm/°C,182 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-182R,MFR25SFTF52-182R,MFR,1/4W,±1%,±100ppm/°C,182,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-18K,MFR25SFTF52-18K,MFR,1/4W,±1%,±100ppm/°C,18 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-19K1,MFR25SFTF52-19K1,MFR,1/4W,±1%,±100ppm/°C,19 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K,MFR25SFTF52-1K,MFR,1/4W,±1%,±100ppm/°C,1 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K1,MFR25SFTF52-1K1,MFR,1/4W,±1%,±100ppm/°C,1 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K2,MFR25SFTF52-1K2,MFR,1/4W,±1%,±100ppm/°C,1 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K21,MFR25SFTF52-1K21,MFR,1/4W,±1%,±100ppm/°C,1 210,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K4,MFR25SFTF52-1K4,MFR,1/4W,±1%,±100ppm/°C,1 400,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K5,MFR25SFTF52-1K5,MFR,1/4W,±1%,±100ppm/°C,1 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K58,MFR25SFTF52-1K58,MFR,1/4W,±1%,±100ppm/°C,1 580,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K6,MFR25SFTF52-1K6,MFR,1/4W,±1%,±100ppm/°C,1 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR25SFTF52-1K69,MFR25SFTF52-1K69,MFR,1/4W,±1%,±100ppm/°C,1 690,
