pdf, Part No.,Series Name,Voltage,Tolerance,Capacitance,Pitch,Case Size
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0100REG-1010,CD035M0100REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,100,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0100REH-0607,CD035M0100REH-0607,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,100,No Lead Cut /  Standard,607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0150REF-0810,CD035M0150REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,150,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0220REF-0810,CD035M0220REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,220,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0220REG-1010,CD035M0220REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0330REG-1010,CD035M0330REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,330,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M4R70REB-0405,CD035M4R70REB-0405,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,4.7,No Lead Cut /  Standard,405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD050M0022REF-0810,CD050M0022REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),50V,±20%,22,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE004M0047REB-0405,CE004M0047REB-0405,CE (105°C  2000 Hours Long Life),4V,±20%,47,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE004M0100REC-0505,CE004M0100REC-0505,CE (105°C  2000 Hours Long Life),4V,±20%,100,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE004M0150RED-0605,CE004M0150RED-0605,CE (105°C  2000 Hours Long Life),4V,±20%,150,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE004M0220RED-0605,CE004M0220RED-0605,CE (105°C  2000 Hours Long Life),4V,±20%,220,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0022REB-0405,CE006M0022REB-0405,CE (105°C  2000 Hours Long Life),6.3V,±20%,22,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0022REC-0505,CE006M0022REC-0505,CE (105°C  2000 Hours Long Life),6.3V,±20%,22,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0033REB-0405,CE006M0033REB-0405,CE (105°C  2000 Hours Long Life),6.3V,±20%,33,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0033REC-0505,CE006M0033REC-0505,CE (105°C  2000 Hours Long Life),6.3V,±20%,33,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0047REC-0505,CE006M0047REC-0505,CE (105°C  2000 Hours Long Life),6.3V,±20%,47,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0047RED-0605,CE006M0047RED-0605,CE (105°C  2000 Hours Long Life),6.3V,±20%,47,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0100REC-0505,CE006M0100REC-0505,CE (105°C  2000 Hours Long Life),6.3V,±20%,100,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0100RED-0605,CE006M0100RED-0605,CE (105°C  2000 Hours Long Life),6.3V,±20%,100,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0100RSD-0605,CE006M0100RSD-0605,CE (105°C  2000 Hours Long Life),6.3V,±20%,100,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0220REF-0810,CE006M0220REF-0810,CE (105°C  2000 Hours Long Life),6.3V,±20%,220,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0220REH-0607,CE006M0220REH-0607,CE (105°C  2000 Hours Long Life),6.3V,±20%,220,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0330REF-0810,CE006M0330REF-0810,CE (105°C  2000 Hours Long Life),6.3V,±20%,330,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0470REF-0810,CE006M0470REF-0810,CE (105°C  2000 Hours Long Life),6.3V,±20%,470,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M0470REG-1010,CE006M0470REG-1010,CE (105°C  2000 Hours Long Life),6.3V,±20%,470,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE006M1000REG-1010,CE006M1000REG-1010,CE (105°C  2000 Hours Long Life),6.3V,±20%,1 000,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0022REC-0505,CE010M0022REC-0505,CE (105°C  2000 Hours Long Life),10V,±20%,22,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0033REC-0505,CE010M0033REC-0505,CE (105°C  2000 Hours Long Life),10V,±20%,33,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0047RED-0605,CE010M0047RED-0605,CE (105°C  2000 Hours Long Life),10V,±20%,47,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0100REC-0505,CE010M0100REC-0505,CE (105°C  2000 Hours Long Life),10V,±20%,100,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0100RED-0605,CE010M0100RED-0605,CE (105°C  2000 Hours Long Life),10V,±20%,100,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0100REE-0806,CE010M0100REE-0806,CE (105°C  2000 Hours Long Life),10V,±20%,100,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0100REH-0607,CE010M0100REH-0607,CE (105°C  2000 Hours Long Life),10V,±20%,100,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0220REF-0810,CE010M0220REF-0810,CE (105°C  2000 Hours Long Life),10V,±20%,220,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0220REH-0607,CE010M0220REH-0607,CE (105°C  2000 Hours Long Life),10V,±20%,220,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0330REF-0810,CE010M0330REF-0810,CE (105°C  2000 Hours Long Life),10V,±20%,330,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0330REG-1010,CE010M0330REG-1010,CE (105°C  2000 Hours Long Life),10V,±20%,330,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M0470REG-1010,CE010M0470REG-1010,CE (105°C  2000 Hours Long Life),10V,±20%,470,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE010M1000REG-1010,CE010M1000REG-1010,CE (105°C  2000 Hours Long Life),10V,±20%,1 000,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0010REB-0405,CE016M0010REB-0405,CE (105°C  2000 Hours Long Life),16V,±20%,10,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0010RSB-0405,CE016M0010RSB-0405,CE (105°C  2000 Hours Long Life),16V,±20%,10,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0022REC-0505,CE016M0022REC-0505,CE (105°C  2000 Hours Long Life),16V,±20%,22,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0033RED-0605,CE016M0033RED-0605,CE (105°C  2000 Hours Long Life),16V,±20%,33,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0047RED-0605,CE016M0047RED-0605,CE (105°C  2000 Hours Long Life),16V,±20%,47,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0047REH-0607,CE016M0047REH-0607,CE (105°C  2000 Hours Long Life),16V,±20%,47,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0100RED-0605,CE016M0100RED-0605,CE (105°C  2000 Hours Long Life),16V,±20%,100,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0100REF-0810,CE016M0100REF-0810,CE (105°C  2000 Hours Long Life),16V,±20%,100,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0100REH-0607,CE016M0100REH-0607,CE (105°C  2000 Hours Long Life),16V,±20%,100,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0220REF-0806,CE016M0220REF-0806,CE (105°C  2000 Hours Long Life),16V,±20%,220,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0220REF-0810,CE016M0220REF-0810,CE (105°C  2000 Hours Long Life),16V,±20%,220,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0220REG-1010,CE016M0220REG-1010,CE (105°C  2000 Hours Long Life),16V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0220REH-0607,CE016M0220REH-0607,CE (105°C  2000 Hours Long Life),16V,±20%,220,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0330REG-1010,CE016M0330REG-1010,CE (105°C  2000 Hours Long Life),16V,±20%,330,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0470REF-0810,CE016M0470REF-0810,CE (105°C  2000 Hours Long Life),16V,±20%,470,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M0470REG-1010,CE016M0470REG-1010,CE (105°C  2000 Hours Long Life),16V,±20%,470,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE016M4R70REB-0405,CE016M4R70REB-0405,CE (105°C  2000 Hours Long Life),16V,±20%,4.7,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0010REB-0405,CE025M0010REB-0405,CE (105°C  2000 Hours Long Life),25V,±20%,10,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0010REC-0505,CE025M0010REC-0505,CE (105°C  2000 Hours Long Life),25V,±20%,10,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0022RED-0605,CE025M0022RED-0605,CE (105°C  2000 Hours Long Life),25V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0033RED-0605,CE025M0033RED-0605,CE (105°C  2000 Hours Long Life),25V,±20%,33,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0047RED-0605,CE025M0047RED-0605,CE (105°C  2000 Hours Long Life),25V,±20%,47,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0047REE-0806,CE025M0047REE-0806,CE (105°C  2000 Hours Long Life),25V,±20%,47,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0047REH-0607,CE025M0047REH-0607,CE (105°C  2000 Hours Long Life),25V,±20%,47,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0100REF-0810,CE025M0100REF-0810,CE (105°C  2000 Hours Long Life),25V,±20%,100,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0100REH-0607,CE025M0100REH-0607,CE (105°C  2000 Hours Long Life),25V,±20%,100,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0220REF-0810,CE025M0220REF-0810,CE (105°C  2000 Hours Long Life),25V,±20%,220,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0220REG-1010,CE025M0220REG-1010,CE (105°C  2000 Hours Long Life),25V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0330REG-1010,CE025M0330REG-1010,CE (105°C  2000 Hours Long Life),25V,±20%,330,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M0470REG-1010,CE025M0470REG-1010,CE (105°C  2000 Hours Long Life),25V,±20%,470,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M4R70REB-0405,CE025M4R70REB-0405,CE (105°C  2000 Hours Long Life),25V,±20%,4.7,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M6R80REB-0405,CE025M6R80REB-0405,CE (105°C  2000 Hours Long Life),25V,±20%,6.8,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE025M6R80RED-0505,CE025M6R80RED-0505,CE (105°C  2000 Hours Long Life),25V,±20%,6.8,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0010REB-0405,CE035M0010REB-0405,CE (105°C  2000 Hours Long Life),35V,±20%,10,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0010REC-0505,CE035M0010REC-0505,CE (105°C  2000 Hours Long Life),35V,±20%,10,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0022RED-0605,CE035M0022RED-0605,CE (105°C  2000 Hours Long Life),35V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0022RSB-0605,CE035M0022RSB-0605,CE (105°C  2000 Hours Long Life),35V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0022RSD-0605,CE035M0022RSD-0605,CE (105°C  2000 Hours Long Life),35V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0033RED-0607,CE035M0033RED-0607,CE (105°C  2000 Hours Long Life),35V,±20%,33,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0033REE-0806,CE035M0033REE-0806,CE (105°C  2000 Hours Long Life),35V,±20%,33,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0047RED-0605,CE035M0047RED-0605,CE (105°C  2000 Hours Long Life),35V,±20%,47,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0047REF-0810,CE035M0047REF-0810,CE (105°C  2000 Hours Long Life),35V,±20%,47,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0100REG-1010,CE035M0100REG-1010,CE (105°C  2000 Hours Long Life),35V,±20%,100,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0100REH-0607,CE035M0100REH-0607,CE (105°C  2000 Hours Long Life),35V,±20%,100,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0220BEG-1010,CE035M0220BEG-1010,CE (105°C  2000 Hours Long Life),35V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0220REG-1010,CE035M0220REG-1010,CE (105°C  2000 Hours Long Life),35V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M0330REG-1010,CE035M0330REG-1010,CE (105°C  2000 Hours Long Life),35V,±20%,330,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M4R70REB-0405,CE035M4R70REB-0405,CE (105°C  2000 Hours Long Life),35V,±20%,4.7,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M4R70REC-0505,CE035M4R70REC-0505,CE (105°C  2000 Hours Long Life),35V,±20%,4.7,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE035M6R80REC-0505,CE035M6R80REC-0505,CE (105°C  2000 Hours Long Life),35V,±20%,6.8,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0010REC-0505,CE050M0010REC-0505,CE (105°C  2000 Hours Long Life),50V,±20%,10,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0010RED-0605,CE050M0010RED-0605,CE (105°C  2000 Hours Long Life),50V,±20%,10,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0022RED-0605,CE050M0022RED-0605,CE (105°C  2000 Hours Long Life),50V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0022REF-0810,CE050M0022REF-0810,CE (105°C  2000 Hours Long Life),50V,±20%,22,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0022REH-0607,CE050M0022REH-0607,CE (105°C  2000 Hours Long Life),50V,±20%,22,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0033REF-0810,CE050M0033REF-0810,CE (105°C  2000 Hours Long Life),50V,±20%,33,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0047REF-0810,CE050M0047REF-0810,CE (105°C  2000 Hours Long Life),50V,±20%,47,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0047REG-1010,CE050M0047REG-1010,CE (105°C  2000 Hours Long Life),50V,±20%,47,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0100REF-0810,CE050M0100REF-0810,CE (105°C  2000 Hours Long Life),50V,±20%,100,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0100REG-1010,CE050M0100REG-1010,CE (105°C  2000 Hours Long Life),50V,±20%,100,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0220REG-1010,CE050M0220REG-1010,CE (105°C  2000 Hours Long Life),50V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0R10REB-0405,CE050M0R10REB-0405,CE (105°C  2000 Hours Long Life),50V,±20%,0.1,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0R22REB-0405,CE050M0R22REB-0405,CE (105°C  2000 Hours Long Life),50V,±20%,0.22,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0R33REB-0405,CE050M0R33REB-0405,CE (105°C  2000 Hours Long Life),50V,±20%,0.33,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M0R47REB-0405,CE050M0R47REB-0405,CE (105°C  2000 Hours Long Life),50V,±20%,0.47,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M1R00REB-0405,CE050M1R00REB-0405,CE (105°C  2000 Hours Long Life),50V,±20%,1,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M2R20REB-0405,CE050M2R20REB-0405,CE (105°C  2000 Hours Long Life),50V,±20%,2.2,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M3R30REB-0405,CE050M3R30REB-0405,CE (105°C  2000 Hours Long Life),50V,±20%,3.3,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M4R70REB-0405,CE050M4R70REB-0405,CE (105°C  2000 Hours Long Life),50V,±20%,4.7,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M4R70REC-0505,CE050M4R70REC-0505,CE (105°C  2000 Hours Long Life),50V,±20%,4.7,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CE050M6R80REC-0505,CE050M6R80REC-0505,CE (105°C  2000 Hours Long Life),50V,±20%,6.8,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH006M0100RSE-0806,CH006M0100RSE-0806,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),6.3V,±20%,100,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH006M0150RSE-0806,CH006M0150RSE-0806,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),6.3V,±20%,150,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH006M0220RSE-0806,CH006M0220RSE-0806,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),6.3V,±20%,220,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH006M0330REF-0810,CH006M0330REF-0810,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),6.3V,±20%,330,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH006M0470REF-0810,CH006M0470REF-0810,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),6.3V,±20%,470,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH006M0680REG-1010,CH006M0680REG-1010,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),6.3V,±20%,680,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH006M1000REG-1010,CH006M1000REG-1010,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),6.3V,±20%,1 000,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH010M0100RSE-0806,CH010M0100RSE-0806,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),10V,±20%,100,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH010M0150RSE-0806,CH010M0150RSE-0806,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),10V,±20%,150,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH010M0220REF-0810,CH010M0220REF-0810,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),10V,±20%,220,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH010M0330REF-0810,CH010M0330REF-0810,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),10V,±20%,330,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH010M0470REG-1010,CH010M0470REG-1010,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),10V,±20%,470,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH010M0680REG-1010,CH010M0680REG-1010,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),10V,±20%,680,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH016M0100RSE-0806,CH016M0100RSE-0806,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),16V,±20%,100,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH016M0150REF-0810,CH016M0150REF-0810,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),16V,±20%,150,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CH016M0220REF-0810,CH016M0220REF-0810,CH(125°C  2000 Hours Ultra Low Impedance High Temperature),16V,±20%,220,No Lead Cut /  Standard,810
